"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Application ID","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","EmployeeSource","Attrition.cat"
33,"Travel_Rarely","Sales",16,"3","Medical",132949,"1","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
39,"Non-Travel","Sales",21,"4","Other",132950,"3","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
33,"Travel_Rarely","Sales",16,"3","Marketing",132951,"1","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
33,"Travel_Rarely","Sales",16,"3","Medical",132952,"1","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
39,"Non-Travel","Sales",21,"4","Life Sciences",132953,"3","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
39,"Non-Travel","Sales",21,"4","Other",132954,"3","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
33,"Travel_Rarely","Sales",16,"3","Marketing",132955,"1","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
39,"Non-Travel","Sales",21,"4","Life Sciences",132956,"3","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
33,"Travel_Rarely","Sales",16,"3","Medical",132957,"1","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
39,"Non-Travel","Sales",21,"4","Other",132958,"3","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
33,"Travel_Rarely","Sales",16,"3","Marketing",132959,"1","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
33,"Travel_Rarely","Sales",16,"3","Medical",132960,"1","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Left"
39,"Non-Travel","Sales",21,"4","Life Sciences",132961,"3","Female","3","2","Sales Executive","1","Single",5324,5,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
39,"Non-Travel","Sales",21,"4","Other",132962,"3","Female","3","2","Sales Executive","1","Single",5324,7,"No",15,"3","3","0",6,3,"3",3,2,0,2,"Adzuna","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Other",132963,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"4","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Life Sciences",132964,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Life Sciences",132965,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Other",132966,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Other",132967,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Life Sciences",132968,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Life Sciences",132969,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Other",132970,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Other",132971,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"4","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Life Sciences",132972,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Life Sciences",132973,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Other",132974,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Other",132975,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
47,"Travel_Rarely","Research & Development",2,"2","Life Sciences",132976,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Life Sciences",132977,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
58,"Travel_Rarely","Sales",21,"3","Other",132978,"3","Female","3","4","Manager","4","Married",16752,1,"Yes",11,"3","3","1",26,3,"2",26,14,3,0,"Referral","Stay"
36,"Travel_Rarely","Research & Development",1,"3","Other",132979,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132980,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
36,"Travel_Rarely","Research & Development",1,"3","Life Sciences",132981,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132982,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"4","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132983,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132984,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
36,"Travel_Rarely","Research & Development",1,"3","Other",132985,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",1,"3","Life Sciences",132986,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",1,"3","Other",132987,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132988,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
36,"Travel_Rarely","Research & Development",1,"3","Life Sciences",132989,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132990,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"4","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132991,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
32,"Travel_Frequently","Research & Development",5,"2","Life Sciences",132992,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Left"
36,"Travel_Rarely","Research & Development",1,"3","Other",132993,"3","Female","3","2","Manufacturing Director","2","Married",5228,0,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",1,"3","Life Sciences",132994,"3","Female","3","2","Manufacturing Director","2","Married",5228,1,"No",15,"3","1","1",10,2,"3",9,7,0,5,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Life Sciences",132995,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Life Sciences",132996,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Medical",132997,"3","Male","4","1","Research Scientist","3","Married",2700,3,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Other",132998,"3","Male","4","1","Research Scientist","3","Married",2700,4,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Life Sciences",132999,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Other",133000,"3","Male","4","1","Research Scientist","3","Married",2700,4,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Life Sciences",133001,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Medical",133002,"3","Male","4","1","Research Scientist","3","Married",2700,3,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Life Sciences",133003,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Life Sciences",133004,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Medical",133005,"3","Male","4","1","Research Scientist","3","Married",2700,3,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Other",133006,"3","Male","4","1","Research Scientist","3","Married",2700,4,"No",24,"3","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Life Sciences",133007,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
29,"Travel_Rarely","Research & Development",23,"2","Other",133008,"3","Male","4","1","Research Scientist","3","Married",2700,4,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Life Sciences",133009,"3","Male","4","1","Research Scientist","3","Married",2700,1,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
38,"Travel_Rarely","Research & Development",9,"2","Medical",133010,"3","Male","4","1","Research Scientist","3","Married",2700,3,"No",24,"4","3","1",10,3,"3",10,7,0,7,"Indeed","Stay"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133011,"4","Male","3","5","Research Director","2","Single",19246,7,"Yes",12,"4","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133013,"4","Male","3","5","Research Director","2","Single",19246,1,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133017,"4","Male","3","5","Research Director","2","Single",19246,7,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133018,"4","Male","3","5","Research Director","2","Single",19246,1,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133019,"4","Male","3","5","Research Director","2","Single",19246,7,"Yes",12,"4","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133021,"4","Male","3","5","Research Director","2","Single",19246,1,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133025,"4","Male","3","5","Research Director","2","Single",19246,7,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
58,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133026,"4","Male","3","5","Research Director","2","Single",19246,1,"Yes",12,"3","4","0",40,2,"3",31,15,13,8,"Jora","Left"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133027,"4","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"4","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Life Sciences",133028,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"4","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133029,"4","Female","4","1","Research Scientist","3","Single",2506,2,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Medical",133030,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133031,"4","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133032,"4","Female","4","1","Research Scientist","3","Single",2506,2,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Life Sciences",133033,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Medical",133034,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133035,"4","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"4","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Life Sciences",133036,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"4","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133037,"4","Female","4","1","Research Scientist","3","Single",2506,2,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Medical",133038,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133039,"4","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
35,"Travel_Rarely","Research & Development",1,"4","Life Sciences",133040,"4","Female","4","1","Research Scientist","3","Single",2506,2,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Life Sciences",133041,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
36,"Non-Travel","Research & Development",9,"4","Medical",133042,"3","Female","4","1","Research Scientist","3","Single",2506,3,"No",13,"3","3","0",7,0,"3",2,2,2,2,"LinkedIn","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133043,"4","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133044,"3","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133045,"4","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"4","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133046,"3","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133047,"3","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133048,"3","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133049,"4","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133050,"4","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133051,"4","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133052,"3","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133053,"4","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"4","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133054,"3","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133055,"3","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
29,"Travel_Rarely","Research & Development",1,"3","Life Sciences",133056,"3","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133057,"4","Female","2","2","Manufacturing Director","4","Married",6062,9,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
42,"Travel_Rarely","Research & Development",1,"2","Life Sciences",133058,"4","Female","2","2","Manufacturing Director","4","Married",6062,1,"Yes",13,"3","4","1",8,4,"3",4,3,0,2,"Recruit.net","Stay"
28,"Travel_Rarely","Research & Development",2,"4","Medical",133059,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Left"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133060,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133061,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
28,"Travel_Rarely","Research & Development",2,"4","Medical",133063,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Indeed","Left"
28,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133064,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Left"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133065,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133066,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
28,"Travel_Rarely","Research & Development",2,"4","Medical",133067,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Left"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133068,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133069,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
28,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133070,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Left"
28,"Travel_Rarely","Research & Development",2,"4","Medical",133071,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Indeed","Left"
28,"Travel_Rarely","Research & Development",2,"4","Life Sciences",133072,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Left"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133073,"3","Male","3","1","Research Scientist","3","Single",4382,6,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
31,"Travel_Frequently","Research & Development",1,"3","Life Sciences",133074,"3","Male","3","1","Research Scientist","3","Single",4382,2,"No",17,"3","4","0",5,3,"2",2,2,2,1,"Adzuna","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",133075,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133076,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133077,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",133078,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",133079,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",133080,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133081,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133082,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",133083,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133084,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133085,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",133086,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",133087,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",133088,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133089,"3","Male","3","1","Human Resources","2","Married",2143,4,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
38,"Travel_Rarely","Sales",1,"3","Life Sciences",133090,"3","Male","3","1","Human Resources","2","Married",2143,0,"No",13,"3","2","1",8,2,"3",5,2,0,4,"GlassDoor","Stay"
32,"Travel_Rarely","Research & Development",4,"3","Life Sciences",133091,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"4","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
35,"Travel_Rarely","Sales",7,"4","Life Sciences",133092,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",4,"3","Life Sciences",133093,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
35,"Travel_Rarely","Sales",7,"4","Marketing",133094,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",4,"3","Life Sciences",133095,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",4,"3","Life Sciences",133096,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
35,"Travel_Rarely","Sales",7,"4","Life Sciences",133097,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
35,"Travel_Rarely","Sales",7,"4","Marketing",133098,"3","Female","2","2","Manufacturing Director","3","Married",6162,1,"No",12,"3","3","1",14,3,"3",14,13,6,8,"Company Website","Stay"
